Series ID,Year,Period,Label,Value,,
LAUST550000000000003,2018,M08,2018 Aug,2.9,,
LAUST550000000000003,2018,M09,2018 Sep,2.4,,
LAUST550000000000003,2018,M10,2018 Oct,2.4,,
LAUST550000000000003,2018,M11,2018 Nov,2.5,,
LAUST550000000000003,2018,M12,2018 Dec,2.8,,
LAUST550000000000003,2019,M01,2019 Jan,3.7,,
LAUST550000000000003,2019,M02,2019 Feb,3.8,,
LAUST550000000000003,2019,M03,2019 Mar,3.8,,
LAUST550000000000003,2019,M04,2019 Apr,3.2,,
LAUST550000000000003,2019,M05,2019 May,3.1,,
LAUST550000000000003,2019,M06,2019 Jun,3.7,,
LAUST550000000000003,2019,M07,2019 Jul,3.6,,
LAUST550000000000003,2019,M08,2019 Aug,3.4,,
LAUST550000000000003,2019,M09,2019 Sep,2.9,,
LAUST550000000000003,2019,M10,2019 Oct,2.8,,
LAUST550000000000003,2019,M11,2019 Nov,3,,
LAUST550000000000003,2019,M12,2019 Dec,3.2,,
LAUST550000000000003,2020,M01,2020 Jan,4.2,,
LAUST550000000000003,2020,M02,2020 Feb,4,,
LAUST550000000000003,2020,M03,2020 Mar,3.4,,
LAUST550000000000003,2020,M04,2020 Apr,14.6,,
LAUST560000000000003,2018,M01,2018 Jan,4.8,,
LAUST560000000000003,2018,M02,2018 Feb,4.4,,
LAUST560000000000003,2018,M03,2018 Mar,4.3,,
LAUST560000000000003,2018,M04,2018 Apr,3.9,,
LAUST560000000000003,2018,M05,2018 May,3.8,,
LAUST560000000000003,2018,M06,2018 Jun,4,,
LAUST560000000000003,2018,M07,2018 Jul,3.7,,
LAUST560000000000003,2018,M08,2018 Aug,3.5,,
LAUST560000000000003,2018,M09,2018 Sep,3.5,,
LAUST560000000000003,2018,M10,2018 Oct,3.5,,
LAUST560000000000003,2018,M11,2018 Nov,3.7,,
LAUST560000000000003,2018,M12,2018 Dec,3.7,,
LAUST560000000000003,2019,M01,2019 Jan,4.2,,
LAUST560000000000003,2019,M02,2019 Feb,3.8,,
LAUST560000000000003,2019,M03,2019 Mar,3.9,,
LAUST560000000000003,2019,M04,2019 Apr,3.5,,
LAUST560000000000003,2019,M05,2019 May,3.3,,
LAUST560000000000003,2019,M06,2019 Jun,3.6,,
LAUST560000000000003,2019,M07,2019 Jul,3.6,,
LAUST560000000000003,2019,M08,2019 Aug,3.3,,
LAUST560000000000003,2019,M09,2019 Sep,3.3,,
LAUST560000000000003,2019,M10,2019 Oct,3.4,,
LAUST560000000000003,2019,M11,2019 Nov,3.7,,
LAUST560000000000003,2019,M12,2019 Dec,3.7,,
LAUST560000000000003,2020,M01,2020 Jan,4.3,,
LAUST560000000000003,2020,M02,2020 Feb,4.3,,
LAUST560000000000003,2020,M03,2020 Mar,4.3,,
LAUST560000000000003,2020,M04,2020 Apr,9.6,,
LAUST720000000000003,2018,M01,2018 Jan,10.7,,
LAUST720000000000003,2018,M02,2018 Feb,10,,
LAUST720000000000003,2018,M03,2018 Mar,9.8,,
LAUST720000000000003,2018,M04,2018 Apr,9.4,,
LAUST720000000000003,2018,M05,2018 May,9.3,,
LAUST720000000000003,2018,M06,2018 Jun,9.2,,
LAUST720000000000003,2018,M07,2018 Jul,9.5,,
LAUST720000000000003,2018,M08,2018 Aug,9.2,,
LAUST720000000000003,2018,M09,2018 Sep,8.7,,
LAUST720000000000003,2018,M10,2018 Oct,8.3,,
LAUST720000000000003,2018,M11,2018 Nov,7.6,,
LAUST720000000000003,2018,M12,2018 Dec,8.5,,
LAUST720000000000003,2019,M01,2019 Jan,8,,
LAUST720000000000003,2019,M02,2019 Feb,9,,
LAUST720000000000003,2019,M03,2019 Mar,9.2,,
LAUST720000000000003,2019,M04,2019 Apr,7.8,,
LAUST720000000000003,2019,M05,2019 May,7.7,,
LAUST720000000000003,2019,M06,2019 Jun,8,,
LAUST720000000000003,2019,M07,2019 Jul,7.9,,
LAUST720000000000003,2019,M08,2019 Aug,7,,
LAUST720000000000003,2019,M09,2019 Sep,8.2,,
LAUST720000000000003,2019,M10,2019 Oct,9,,
LAUST720000000000003,2019,M11,2019 Nov,8.5,,
LAUST720000000000003,2019,M12,2019 Dec,9.2,,
LAUST720000000000003,2020,M01,2020 Jan,9.6,,
LAUST720000000000003,2020,M02,2020 Feb,7.8,,
LAUST720000000000003,2020,M03,2020 Mar,-,,
LAUST720000000000003,2020,M04,2020 Apr,-,,
